#eta	order
0.000000	0.999914
0.314159	0.993530
0.628319	0.974734
0.942478	0.945900
1.256637	0.897499
1.570796	0.831340
1.884956	0.755563
2.199115	0.667664
2.513274	0.572430
2.827433	0.486175
3.141593	0.394505
3.455752	0.358347
3.769911	0.275682
4.084070	0.234467
4.398230	0.189519
4.712389	0.157101
5.026548	0.127911
5.340708	0.106677
5.654867	0.095196
5.969026	0.092128
