#eta	order
#eta	order
#eta	order
#eta	order
#eta	order
0.000000	0.992513
0.250000	0.992318
0.500000	0.983128
0.750000	0.965446
1.000000	0.942401
1.250000	0.912745
1.500000	0.876087
1.750000	0.831682
2.000000	0.782828
2.250000	0.706971
2.500000	0.640915
2.750000	0.586124
3.000000	0.519448
3.250000	0.454959
3.500000	0.392660
3.750000	0.330829
4.000000	0.262925
4.250000	0.228480
4.500000	0.185365
4.750000	0.144877
