#eta	order
0.000000	0.000010
0.314159	0.001234
0.628319	0.004263
0.942478	0.013234
1.256637	0.022430
1.570796	0.035779
1.884956	0.049201
2.199115	0.058022
2.513274	0.064271
2.827433	0.071108
3.141593	0.087305
3.455752	0.089605
3.769911	0.105720
4.084070	0.104862
4.398230	0.098434
4.712389	0.094344
5.026548	0.092435
5.340708	0.086270
5.654867	0.078382
5.969026	0.071944
