#eta	order
0.000000	0.000072
0.314159	0.000724
0.628319	0.003037
0.942478	0.006726
1.256637	0.012647
1.570796	0.015291
1.884956	0.025120
2.199115	0.028961
2.513274	0.039545
2.827433	0.038687
3.141593	0.039814
3.455752	0.041493
3.769911	0.044284
4.084070	0.046524
4.398230	0.044123
4.712389	0.039381
5.026548	0.034397
5.340708	0.032283
5.654867	0.029149
5.969026	0.024672
