#eta	order
0.000000	0.999954
0.314159	0.994807
0.628319	0.977798
0.942478	0.950292
1.256637	0.903143
1.570796	0.856343
1.884956	0.784027
2.199115	0.705943
2.513274	0.624209
2.827433	0.540669
3.141593	0.469869
3.455752	0.407664
3.769911	0.345613
4.084070	0.291465
4.398230	0.242485
4.712389	0.204271
5.026548	0.178472
5.340708	0.158276
5.654867	0.149266
5.969026	0.140463
