#eta	order
0.000000	0.999963
0.314159	0.994382
0.628319	0.976770
0.942478	0.945662
1.256637	0.899412
1.570796	0.849860
1.884956	0.766186
2.199115	0.677006
2.513274	0.599919
2.827433	0.524939
3.141593	0.443464
3.455752	0.384165
3.769911	0.320974
4.084070	0.255075
4.398230	0.213378
4.712389	0.176784
5.026548	0.149952
5.340708	0.132526
5.654867	0.120976
5.969026	0.116910
