#eta	order
0.000000	0.666666
0.250000	0.666665
0.500000	0.666648
0.750000	0.666556
1.000000	0.666223
1.250000	0.665734
1.500000	0.664910
1.750000	0.662292
2.000000	0.658324
2.250000	0.652519
2.500000	0.642939
2.750000	0.638049
3.000000	0.625117
3.250000	0.610143
3.500000	0.599219
3.750000	0.574462
4.000000	0.561042
4.250000	0.541143
4.500000	0.517667
4.750000	0.491833
5.000000	0.461766
5.250000	0.429060
5.500000	0.391215
5.750000	0.360665
6.000000	0.355875
6.250000	0.352106
6.500000	0.353351
6.750000	0.356501
7.000000	0.358990
7.250000	0.363984
7.500000	0.370163
7.750000	0.376034
8.000000	0.381772
8.250000	0.381782
8.500000	0.381887
8.750000	0.380558
9.000000	0.378063
9.250000	0.376290
9.500000	0.374954
9.750000	0.370089
